id,text,user_age,platform,toxicity_score,label
2815,Let's meet up this weekend.,14,Snapchat,0.07,0
2816,That's a cool picture!,10,Instagram,0.21,0
2817,"You're such a loser, go away!",10,Facebook,0.51,1
2818,"Hey, how's your day going?",16,Twitter,0.36,0
2819,"Nice post! Just kidding, it's terrible.",18,Snapchat,0.92,1
2820,"You're worthless, just disappear.",17,Instagram,0.76,1
2821,"Nice post! Just kidding, it's terrible.",18,Snapchat,0.91,1
2822,Happy birthday! Hope you have a great day.,13,Twitter,0.27,0
2823,Nobody wants to be your friend.,18,TikTok,0.7,1
2824,I can't believe how dumb you are.,14,Instagram,0.98,1
2825,"That was a fun game, well played!",15,Facebook,0.22,0
2826,Nobody wants to be your friend.,16,Snapchat,0.81,1
2827,"You're such a loser, go away!",16,Snapchat,0.78,1
2828,"You're worthless, just disappear.",11,Instagram,0.55,1
2829,That's a cool picture!,14,Instagram,0.26,0
2830,"You're such a loser, go away!",12,Instagram,0.84,1
2831,"You're so ugly, no one likes you!",10,Snapchat,0.75,1
2832,"You're so ugly, no one likes you!",18,Twitter,0.73,1
2833,"Hey, how's your day going?",18,Facebook,0.21,0
2834,I love your new post!,10,Twitter,0.06,0
2835,"You're so ugly, no one likes you!",17,TikTok,0.72,1
2836,Nobody wants to be your friend.,17,Twitter,0.88,1
2837,"You're such a loser, go away!",18,Instagram,0.99,1
2838,"That was a fun game, well played!",14,Snapchat,0.06,0
2839,I love your new post!,18,Instagram,0.18,0
2840,Nobody wants to be your friend.,12,TikTok,0.73,1
2841,That's a cool picture!,13,Facebook,0.22,0
2842,"That was a fun game, well played!",16,Facebook,0.2,0
2843,"You're so ugly, no one likes you!",18,Facebook,0.61,1
2844,"That was a fun game, well played!",14,Facebook,0.27,0
2845,I can't believe how dumb you are.,18,Instagram,0.52,1
2846,"That was a fun game, well played!",11,Facebook,0.3,0
2847,Good luck on your exam tomorrow!,14,TikTok,0.05,0
2848,"That was a fun game, well played!",13,Snapchat,0.16,0
2849,"That was a fun game, well played!",10,Facebook,0.1,0
2850,That's a cool picture!,16,TikTok,0.24,0
2851,"Hey, how's your day going?",13,Instagram,0.19,0
2852,Good luck on your exam tomorrow!,14,Twitter,0.24,0
2853,Nobody wants to be your friend.,13,Facebook,0.54,1
2854,You should just quit social media.,10,TikTok,0.79,1
2855,Nobody wants to be your friend.,15,TikTok,0.93,1
2856,I love your new post!,14,TikTok,0.07,0
2857,"You're such a loser, go away!",13,Facebook,0.55,1
2858,That's a cool picture!,11,Twitter,0.28,0
2859,Good luck on your exam tomorrow!,16,Facebook,0.3,0
2860,"You're such a loser, go away!",14,Twitter,0.75,1
2861,"Hey, how's your day going?",15,TikTok,0.32,0
2862,Nobody wants to be your friend.,10,Instagram,0.85,1
2863,I love your new post!,17,Twitter,0.08,0
2864,"You're worthless, just disappear.",16,Snapchat,0.77,1
2865,I love your new post!,14,Twitter,0.04,0
2866,Happy birthday! Hope you have a great day.,13,Instagram,0.31,0
2867,"Hey, how's your day going?",13,TikTok,0.32,0
2868,You should just quit social media.,12,TikTok,0.65,1
2869,I can't believe how dumb you are.,12,Instagram,0.86,1
2870,Nobody wants to be your friend.,14,Snapchat,0.67,1
2871,I love your new post!,11,TikTok,0.14,0
2872,That's a cool picture!,18,Instagram,0.23,0
2873,"Hey, how's your day going?",15,Facebook,0.15,0
2874,I love your new post!,12,Snapchat,0.0,0
2875,"Hey, how's your day going?",12,Snapchat,0.27,0
2876,"That was a fun game, well played!",17,Snapchat,0.06,0
2877,"You're so ugly, no one likes you!",12,Facebook,0.6,1
2878,"Hey, how's your day going?",16,TikTok,0.02,0
2879,"You're such a loser, go away!",10,Facebook,0.79,1
2880,You should just quit social media.,10,TikTok,0.91,1
2881,That's a cool picture!,13,Twitter,0.2,0
2882,Let's meet up this weekend.,18,TikTok,0.22,0
2883,I can't believe how dumb you are.,16,Facebook,0.52,1
2884,Let's meet up this weekend.,17,Instagram,0.14,0
2885,"You're such a loser, go away!",17,Facebook,0.87,1
2886,I love your new post!,11,Snapchat,0.38,0
2887,"You're worthless, just disappear.",16,Facebook,0.62,1
2888,"You're such a loser, go away!",18,Facebook,0.73,1
2889,"You're so ugly, no one likes you!",18,Instagram,0.98,1
2890,I love your new post!,18,Twitter,0.07,0
2891,Happy birthday! Hope you have a great day.,17,Instagram,0.11,0
2892,"Nice post! Just kidding, it's terrible.",15,Twitter,0.86,1
2893,I can't believe how dumb you are.,12,Facebook,0.57,1
2894,"You're worthless, just disappear.",15,Snapchat,0.95,1
2895,I can't believe how dumb you are.,10,TikTok,0.58,1
2896,Happy birthday! Hope you have a great day.,17,Instagram,0.15,0
2897,"That was a fun game, well played!",12,Twitter,0.22,0
2898,"You're worthless, just disappear.",10,Instagram,0.8,1
2899,Let's meet up this weekend.,13,Facebook,0.14,0
2900,"Nice post! Just kidding, it's terrible.",16,Facebook,0.88,1
2901,You should just quit social media.,14,TikTok,0.59,1
2902,"You're so ugly, no one likes you!",11,Instagram,0.96,1
2903,Happy birthday! Hope you have a great day.,15,TikTok,0.32,0
2904,Good luck on your exam tomorrow!,17,Twitter,0.07,0
2905,Good luck on your exam tomorrow!,14,Snapchat,0.12,0
2906,"Nice post! Just kidding, it's terrible.",11,Twitter,0.68,1
2907,"You're so ugly, no one likes you!",17,Snapchat,0.63,1
2908,"Hey, how's your day going?",10,Snapchat,0.21,0
2909,Good luck on your exam tomorrow!,11,TikTok,0.39,0
2910,"You're worthless, just disappear.",17,TikTok,0.92,1
2911,"Hey, how's your day going?",10,TikTok,0.04,0
2912,"That was a fun game, well played!",16,Instagram,0.3,0
2913,"Nice post! Just kidding, it's terrible.",15,Facebook,0.98,1
2914,"You're worthless, just disappear.",17,Snapchat,0.64,1
2915,"Nice post! Just kidding, it's terrible.",15,Facebook,0.89,1
2916,"You're so ugly, no one likes you!",15,Instagram,0.96,1
2917,I can't believe how dumb you are.,14,Instagram,0.96,1
2918,Happy birthday! Hope you have a great day.,16,Twitter,0.38,0
2919,Happy birthday! Hope you have a great day.,11,Twitter,0.12,0
2920,"Nice post! Just kidding, it's terrible.",14,Facebook,0.85,1
2921,That's a cool picture!,16,Twitter,0.15,0
2922,"You're so ugly, no one likes you!",18,TikTok,0.71,1
2923,Good luck on your exam tomorrow!,12,Twitter,0.2,0
2924,"That was a fun game, well played!",10,Snapchat,0.2,0
2925,That's a cool picture!,18,Instagram,0.04,0
2926,I can't believe how dumb you are.,11,TikTok,0.92,1
2927,I love your new post!,12,Twitter,0.2,0
2928,Good luck on your exam tomorrow!,12,Facebook,0.3,0
2929,I can't believe how dumb you are.,12,TikTok,0.78,1
2930,"You're worthless, just disappear.",10,Instagram,0.92,1
2931,That's a cool picture!,10,Snapchat,0.2,0
2932,I can't believe how dumb you are.,13,TikTok,0.62,1
2933,"You're such a loser, go away!",14,TikTok,0.82,1
2934,"That was a fun game, well played!",17,Twitter,0.29,0
2935,I love your new post!,11,Facebook,0.23,0
2936,I love your new post!,10,Snapchat,0.29,0
2937,"Nice post! Just kidding, it's terrible.",11,Snapchat,0.99,1
2938,"Hey, how's your day going?",16,Snapchat,0.17,0
2939,"You're so ugly, no one likes you!",18,Instagram,0.77,1
2940,"You're such a loser, go away!",17,Snapchat,0.98,1
2941,Let's meet up this weekend.,12,Instagram,0.32,0
2942,Nobody wants to be your friend.,12,Facebook,0.74,1
2943,Nobody wants to be your friend.,16,Snapchat,0.65,1
2944,Let's meet up this weekend.,18,Instagram,0.21,0
2945,"You're worthless, just disappear.",18,Instagram,0.76,1
2946,I love your new post!,16,TikTok,0.0,0
2947,Good luck on your exam tomorrow!,10,Twitter,0.28,0
2948,Happy birthday! Hope you have a great day.,12,Twitter,0.32,0
2949,Let's meet up this weekend.,17,Facebook,0.07,0
2950,"That was a fun game, well played!",18,TikTok,0.33,0
2951,"You're worthless, just disappear.",12,Snapchat,0.82,1
2952,"You're such a loser, go away!",11,Snapchat,0.78,1
2953,That's a cool picture!,16,Snapchat,0.01,0
2954,Good luck on your exam tomorrow!,17,TikTok,0.08,0
2955,Nobody wants to be your friend.,14,Facebook,0.86,1
2956,"Hey, how's your day going?",13,Snapchat,0.35,0
2957,I love your new post!,13,Facebook,0.3,0
2958,Let's meet up this weekend.,11,Instagram,0.2,0
2959,Happy birthday! Hope you have a great day.,17,Snapchat,0.04,0
2960,Nobody wants to be your friend.,17,Instagram,0.66,1
2961,"You're worthless, just disappear.",18,Facebook,0.83,1
2962,"You're such a loser, go away!",14,Twitter,0.72,1
2963,"You're such a loser, go away!",16,Snapchat,0.75,1
2964,"You're so ugly, no one likes you!",18,Instagram,0.79,1
2965,That's a cool picture!,13,Facebook,0.23,0
2966,"Nice post! Just kidding, it's terrible.",12,Snapchat,0.57,1
2967,"Nice post! Just kidding, it's terrible.",12,Instagram,0.98,1
2968,Happy birthday! Hope you have a great day.,11,Instagram,0.36,0
2969,"You're such a loser, go away!",14,Snapchat,0.79,1
2970,"You're so ugly, no one likes you!",17,Facebook,0.93,1
2971,"Hey, how's your day going?",15,TikTok,0.27,0
2972,That's a cool picture!,11,Facebook,0.29,0
2973,"You're such a loser, go away!",15,TikTok,0.75,1
2974,"You're worthless, just disappear.",10,Facebook,0.84,1
2975,Happy birthday! Hope you have a great day.,12,Facebook,0.28,0
2976,"Hey, how's your day going?",13,Facebook,0.13,0
2977,"That was a fun game, well played!",10,Snapchat,0.3,0
2978,Nobody wants to be your friend.,17,Instagram,0.51,1
2979,Nobody wants to be your friend.,15,Twitter,0.87,1
2980,"That was a fun game, well played!",18,Twitter,0.01,0
2981,"You're so ugly, no one likes you!",10,Facebook,0.99,1
2982,That's a cool picture!,14,Instagram,0.15,0
2983,I can't believe how dumb you are.,14,TikTok,0.9,1
2984,You should just quit social media.,15,Instagram,0.84,1
2985,"You're so ugly, no one likes you!",11,Snapchat,0.63,1
2986,I love your new post!,16,Facebook,0.11,0
2987,"You're worthless, just disappear.",14,Instagram,0.59,1
2988,"You're such a loser, go away!",17,Twitter,0.96,1
2989,Happy birthday! Hope you have a great day.,14,Snapchat,0.07,0
2990,"You're worthless, just disappear.",12,Twitter,0.68,1
2991,Happy birthday! Hope you have a great day.,16,Instagram,0.11,0
2992,Happy birthday! Hope you have a great day.,15,Twitter,0.09,0
2993,"You're so ugly, no one likes you!",16,Snapchat,0.8,1
2994,"Nice post! Just kidding, it's terrible.",11,Snapchat,0.79,1
2995,You should just quit social media.,17,Twitter,0.64,1
2996,You should just quit social media.,17,Instagram,0.8,1
2997,"Nice post! Just kidding, it's terrible.",11,Facebook,0.6,1
2998,Happy birthday! Hope you have a great day.,14,Instagram,0.06,0
2999,Good luck on your exam tomorrow!,16,Snapchat,0.21,0
3000,Happy birthday! Hope you have a great day.,16,Facebook,0.31,0
3001,"You're so ugly, no one likes you!",16,Instagram,0.55,1
3002,"Nice post! Just kidding, it's terrible.",11,Twitter,0.62,1
3003,"You're worthless, just disappear.",10,Facebook,0.65,1
3004,You should just quit social media.,18,Twitter,0.59,1
3005,I love your new post!,13,TikTok,0.34,0
3006,"You're such a loser, go away!",12,Instagram,0.68,1
3007,"Hey, how's your day going?",14,Facebook,0.08,0
3008,Happy birthday! Hope you have a great day.,10,TikTok,0.12,0
3009,"Hey, how's your day going?",11,Snapchat,0.23,0
3010,I love your new post!,12,Snapchat,0.14,0
3011,"Nice post! Just kidding, it's terrible.",16,Twitter,0.95,1
3012,"You're such a loser, go away!",10,TikTok,0.99,1
3013,"You're such a loser, go away!",16,Instagram,0.67,1
3014,Good luck on your exam tomorrow!,15,Twitter,0.11,0
3015,Nobody wants to be your friend.,18,Snapchat,0.53,1
3016,"You're so ugly, no one likes you!",18,TikTok,0.92,1
3017,I can't believe how dumb you are.,11,Snapchat,0.74,1
3018,Nobody wants to be your friend.,10,Twitter,0.59,1
3019,"You're worthless, just disappear.",16,Snapchat,0.52,1
3020,"You're so ugly, no one likes you!",12,Instagram,0.83,1
3021,Happy birthday! Hope you have a great day.,10,Twitter,0.3,0
3022,That's a cool picture!,15,Instagram,0.02,0
3023,Good luck on your exam tomorrow!,16,Instagram,0.21,0
3024,That's a cool picture!,16,Instagram,0.26,0
3025,I love your new post!,16,Facebook,0.04,0
3026,"You're such a loser, go away!",18,TikTok,0.69,1
3027,You should just quit social media.,14,Instagram,0.57,1
3028,Nobody wants to be your friend.,17,Instagram,0.62,1
3029,"Nice post! Just kidding, it's terrible.",13,Facebook,0.67,1
3030,"You're such a loser, go away!",14,Snapchat,0.88,1
3031,Good luck on your exam tomorrow!,17,Instagram,0.1,0
3032,"You're so ugly, no one likes you!",16,Facebook,0.85,1
3033,I love your new post!,17,TikTok,0.32,0
3034,"Nice post! Just kidding, it's terrible.",17,TikTok,0.51,1
3035,I love your new post!,12,Facebook,0.02,0
3036,"You're worthless, just disappear.",10,Facebook,0.58,1
3037,"You're worthless, just disappear.",10,Instagram,1.0,1
3038,"You're so ugly, no one likes you!",14,Twitter,0.53,1
3039,You should just quit social media.,16,Facebook,0.92,1
3040,That's a cool picture!,17,Facebook,0.39,0
3041,"You're so ugly, no one likes you!",16,Snapchat,0.76,1
3042,"You're so ugly, no one likes you!",15,Facebook,0.84,1
3043,"Nice post! Just kidding, it's terrible.",12,Facebook,0.74,1
3044,"You're such a loser, go away!",15,Snapchat,0.64,1
3045,Let's meet up this weekend.,16,Instagram,0.03,0
3046,That's a cool picture!,11,Instagram,0.35,0
3047,"You're such a loser, go away!",18,Instagram,0.97,1
3048,"You're so ugly, no one likes you!",15,Snapchat,0.72,1
3049,"You're worthless, just disappear.",10,TikTok,0.62,1
3050,Let's meet up this weekend.,14,Instagram,0.02,0
3051,"Nice post! Just kidding, it's terrible.",15,Snapchat,0.89,1
3052,That's a cool picture!,13,Twitter,0.05,0
3053,"You're so ugly, no one likes you!",12,Instagram,0.97,1
3054,"You're such a loser, go away!",11,Facebook,0.65,1
3055,You should just quit social media.,14,Instagram,0.68,1
3056,Happy birthday! Hope you have a great day.,17,TikTok,0.22,0
3057,"Nice post! Just kidding, it's terrible.",18,TikTok,0.8,1
3058,"You're worthless, just disappear.",15,Facebook,0.98,1
3059,"Hey, how's your day going?",14,Instagram,0.18,0
3060,"You're worthless, just disappear.",13,Facebook,0.88,1
3061,I can't believe how dumb you are.,14,Twitter,0.88,1
3062,"Nice post! Just kidding, it's terrible.",12,Instagram,0.62,1
3063,"You're so ugly, no one likes you!",17,Facebook,0.67,1
3064,You should just quit social media.,17,TikTok,0.51,1
3065,I love your new post!,11,Snapchat,0.34,0
3066,You should just quit social media.,16,Facebook,0.79,1
3067,Nobody wants to be your friend.,14,TikTok,0.52,1
3068,"Nice post! Just kidding, it's terrible.",13,Twitter,0.79,1
3069,Let's meet up this weekend.,18,Snapchat,0.38,0
3070,Nobody wants to be your friend.,14,Instagram,0.69,1
3071,I can't believe how dumb you are.,14,Twitter,0.75,1
3072,"Hey, how's your day going?",11,Twitter,0.21,0
3073,"Nice post! Just kidding, it's terrible.",17,Snapchat,0.99,1
3074,"Hey, how's your day going?",13,Facebook,0.4,0
3075,"Hey, how's your day going?",12,Instagram,0.16,0
3076,You should just quit social media.,17,Instagram,0.88,1
3077,Nobody wants to be your friend.,18,Snapchat,0.82,1
3078,Happy birthday! Hope you have a great day.,14,Twitter,0.37,0
3079,I can't believe how dumb you are.,14,Snapchat,0.83,1
3080,Let's meet up this weekend.,12,TikTok,0.4,0
3081,"You're so ugly, no one likes you!",13,Facebook,0.68,1
3082,That's a cool picture!,13,Twitter,0.15,0
3083,I can't believe how dumb you are.,10,TikTok,0.51,1
3084,I can't believe how dumb you are.,10,Instagram,0.68,1
3085,"You're worthless, just disappear.",18,Twitter,0.52,1
3086,"You're such a loser, go away!",13,Instagram,0.79,1
3087,"You're so ugly, no one likes you!",10,Instagram,0.65,1
3088,You should just quit social media.,13,Facebook,0.96,1
3089,"Nice post! Just kidding, it's terrible.",12,TikTok,0.91,1
3090,"You're worthless, just disappear.",14,Snapchat,0.74,1
3091,Happy birthday! Hope you have a great day.,13,Facebook,0.36,0
3092,"That was a fun game, well played!",14,TikTok,0.32,0
3093,That's a cool picture!,11,Snapchat,0.02,0
3094,"You're worthless, just disappear.",14,Twitter,0.64,1
3095,Let's meet up this weekend.,12,TikTok,0.11,0
3096,Happy birthday! Hope you have a great day.,17,Twitter,0.12,0
3097,Let's meet up this weekend.,12,Instagram,0.1,0
3098,"Hey, how's your day going?",12,Twitter,0.25,0
3099,I love your new post!,15,Snapchat,0.27,0
3100,"Nice post! Just kidding, it's terrible.",18,Facebook,0.59,1
3101,I can't believe how dumb you are.,11,Instagram,0.89,1
3102,"Hey, how's your day going?",14,Instagram,0.09,0
3103,"Hey, how's your day going?",14,Facebook,0.12,0
3104,"You're worthless, just disappear.",15,Facebook,0.99,1
3105,That's a cool picture!,13,Twitter,0.14,0
3106,You should just quit social media.,15,Facebook,0.57,1
3107,"That was a fun game, well played!",18,Instagram,0.05,0
3108,I love your new post!,18,Snapchat,0.23,0
3109,I can't believe how dumb you are.,15,Twitter,0.56,1
3110,"That was a fun game, well played!",16,Instagram,0.16,0
3111,Happy birthday! Hope you have a great day.,14,Twitter,0.35,0
3112,"You're worthless, just disappear.",13,Facebook,0.74,1
3113,I love your new post!,11,Snapchat,0.28,0
3114,Let's meet up this weekend.,11,Snapchat,0.32,0
3115,"That was a fun game, well played!",12,Facebook,0.34,0
3116,That's a cool picture!,13,TikTok,0.17,0
3117,Good luck on your exam tomorrow!,10,Facebook,0.35,0
3118,"You're so ugly, no one likes you!",17,TikTok,0.54,1
3119,I can't believe how dumb you are.,13,TikTok,0.92,1
3120,Let's meet up this weekend.,14,TikTok,0.08,0
3121,You should just quit social media.,12,Snapchat,0.77,1
3122,"You're worthless, just disappear.",11,Snapchat,0.58,1
3123,Happy birthday! Hope you have a great day.,17,Snapchat,0.39,0
3124,"That was a fun game, well played!",14,Snapchat,0.32,0
